rainfall,temperature,soil_type,land_hectares,yield_tons,crop
1024.8,32.57,Loamy,8.27,39.24,Sugarcane
1057.01,33.18,Red,1.36,23.84,Sorghum
354.51,28.09,Clay,8.41,28.37,Mustard
903.65,25.92,Red,3.66,20.76,Pulses
949.32,39.27,Sandy,7.11,41.5,Peanut
716.59,16.53,Red,5.4,19.08,Sorghum
562.82,18.28,Red,6.05,23.05,Sorghum
562.46,31.67,Loamy,3.29,23.36,Rice
498.12,32.95,Sandy,3.01,19.63,Cucumber
985.23,22.16,Red,9.43,38.53,Millet
954.8,24.97,Sandy,9.14,32.24,Cucumber
355.94,33.25,Loamy,8.78,34.64,Rice
1116.95,25.04,Black,3.43,21.71,Soybean
1155.56,16.95,Loamy,4.1,25.81,Rice
399.6,18.02,Loamy,7.32,24.42,Tomato
1196.16,35.51,Black,3.23,32.91,Cotton
437.48,37.43,Sandy,4.49,25.68,Cucumber
248.63,31.19,Loamy,7.63,27.63,Potato
1078.25,19.02,Red,7.12,32.41,Sorghum
1043.21,22.9,Black,6.39,27.91,Soybean
775.69,30.65,Black,1.61,20.54,Soybean
1155.26,24.8,Red,4.61,32.48,Groundnut
1189.36,31.46,Red,5.3,34.8,Millet
993.96,33.91,Red,1.71,25.71,Sorghum
217.88,20.44,Loamy,8.87,27.8,Sugarcane
724.04,28.73,Red,2.56,17.12,Pulses
743.55,23.13,Red,8.6,33.89,Pulses
230.91,32.39,Sandy,7.61,30.05,Peanut
1154.59,34.84,Black,7.54,32.17,Cotton
1026.35,26.63,Clay,7.96,31.62,Wheat
226.54,19.99,Loamy,6.17,23.53,Potato
492.48,29.02,Black,3.82,22.93,Chickpeas
284.27,30.49,Red,5.24,21.3,Sorghum
745.4,29.14,Red,1.82,17.88,Groundnut
294.49,21.77,Red,9.43,29.02,Sorghum
867.66,35.47,Clay,4.05,22.25,Wheat
906.52,22.53,Clay,8.06,32.41,Wheat
661.28,28.72,Red,1.88,12.48,Millet
1089.48,32.44,Clay,1.09,19.45,Barley
828.11,31.99,Red,6.77,34.78,Pulses
605.95,21.48,Red,1.84,14.85,Sorghum
683.48,22.94,Black,3.61,22.19,Sunflower
1087.03,20.8,Loamy,5.99,30.09,Sugarcane
779.72,37.69,Loamy,3.28,29.84,Tomato
1019.76,39.37,Red,2.45,27.69,Millet
623.67,31.23,Black,7.76,30.7,Sunflower
552.52,26.33,Clay,7.09,29.39,Mustard
732.4,30.16,Black,3.52,23.29,Cotton
409.03,26.32,Red,3.04,14.6,Pulses
618.85,38.9,Red,3.26,24.56,Pulses
1114.69,26.83,Clay,4.46,25.3,Lentils
282.67,20.69,Red,6.41,19.5,Groundnut
657.39,17.0,Sandy,8.88,37.95,Maize
645.57,32.49,Black,9.0,30.45,Sunflower
879.19,29.81,Clay,5.14,24.09,Wheat
525.5,26.87,Sandy,2.74,16.19,Watermelon
818.55,17.97,Loamy,3.54,24.63,Tomato
1157.29,19.47,Red,6.16,27.96,Groundnut
414.95,18.97,Loamy,1.11,12.98,Rice
637.04,17.03,Black,6.42,26.79,Chickpeas
636.24,21.91,Loamy,4.76,22.73,Rice
604.15,39.03,Clay,1.66,18.88,Lentils
1036.59,22.6,Clay,5.36,36.83,Mustard
887.47,22.36,Black,8.72,33.67,Chickpeas
403.7,35.94,Red,7.38,30.61,Groundnut
1020.51,21.14,Loamy,2.5,25.98,Potato
598.18,34.39,Loamy,6.78,25.85,Potato
457.19,36.22,Loamy,8.04,30.71,Tomato
312.32,19.24,Red,4.05,19.97,Groundnut
449.35,31.05,Red,6.28,28.07,Groundnut
786.58,37.05,Red,7.23,31.37,Sorghum
1084.24,22.36,Black,1.69,20.53,Chickpeas
1183.19,31.94,Loamy,4.93,32.42,Sugarcane
1018.14,24.8,Red,5.94,27.72,Sorghum
416.55,26.81,Black,4.91,25.17,Soybean
908.76,28.25,Red,1.2,18.37,Groundnut
769.21,25.28,Sandy,8.52,29.2,Peanut
903.22,32.47,Red,1.21,22.62,Groundnut
492.6,15.43,Clay,4.48,13.65,Wheat
439.53,24.07,Clay,4.26,23.11,Wheat
382.58,36.73,Clay,2.74,19.89,Barley
347.58,23.85,Clay,4.68,19.99,Mustard
321.96,26.61,Black,8.81,24.62,Soybean
848.15,22.49,Red,2.66,17.1,Sorghum
501.65,23.01,Red,0.66,11.77,Groundnut
551.02,28.3,Clay,6.22,27.23,Barley
808.53,34.5,Loamy,9.49,37.74,Tomato
447.14,31.48,Loamy,5.41,14.69,Rice
542.65,30.16,Sandy,8.75,33.83,Cucumber
542.77,22.46,Red,5.57,22.14,Groundnut
814.83,28.28,Black,2.66,22.61,Chickpeas
1128.5,34.36,Loamy,7.63,42.06,Sugarcane
1152.38,19.63,Black,2.87,25.69,Chickpeas
1103.2,16.89,Clay,3.26,27.5,Lentils
1023.23,27.38,Clay,8.73,39.77,Mustard
899.4,25.88,Loamy,3.54,19.98,Rice
978.49,25.54,Loamy,1.42,15.64,Sugarcane
416.4,16.16,Loamy,4.38,19.29,Potato
1033.55,16.05,Clay,1.25,13.01,Mustard
316.43,24.61,Loamy,2.06,11.97,Potato
224.1,18.49,Sandy,9.51,29.22,Watermelon
244.65,26.36,Clay,9.48,28.79,Mustard
788.26,17.69,Black,3.53,14.83,Chickpeas
863.14,19.52,Sandy,2.63,25.58,Watermelon
783.1,33.49,Loamy,8.21,36.36,Potato
438.37,22.26,Clay,3.0,21.7,Lentils
273.1,26.92,Loamy,5.86,21.84,Potato
700.23,16.65,Sandy,5.61,24.03,Cucumber
258.61,26.89,Sandy,9.77,37.26,Peanut
794.23,22.84,Sandy,2.17,18.18,Maize
292.21,34.49,Clay,7.8,24.57,Wheat
509.5,28.43,Loamy,8.67,25.8,Sugarcane
1044.9,30.54,Loamy,8.01,34.32,Tomato
916.19,25.69,Sandy,5.16,28.66,Cucumber
341.77,35.41,Sandy,7.43,28.41,Maize
862.69,29.82,Clay,7.41,30.09,Barley
463.93,33.83,Loamy,1.37,13.63,Tomato
885.84,29.01,Black,6.02,28.13,Cotton
675.68,28.12,Clay,4.39,24.86,Lentils
268.19,30.76,Red,3.63,22.13,Sorghum
509.72,28.37,Red,5.53,24.01,Millet
252.18,20.91,Clay,4.32,18.52,Mustard
801.08,28.34,Clay,3.84,24.63,Wheat
466.31,30.01,Clay,9.24,36.94,Mustard
696.85,28.07,Red,8.84,30.08,Pulses
553.72,24.39,Black,3.17,13.88,Chickpeas
908.46,32.34,Black,0.53,25.13,Soybean
255.01,22.13,Sandy,4.2,19.5,Watermelon
1160.76,38.57,Loamy,7.25,38.69,Potato
788.38,17.61,Black,7.48,28.09,Chickpeas
449.69,24.49,Loamy,5.09,22.55,Potato
770.88,35.24,Black,1.03,21.45,Chickpeas
869.87,30.72,Loamy,1.94,20.83,Tomato
333.53,23.95,Black,6.88,29.62,Chickpeas
1166.27,28.1,Clay,6.64,36.43,Mustard
981.75,17.74,Black,1.83,21.02,Soybean
983.55,33.34,Sandy,1.2,21.32,Cucumber
661.96,28.2,Loamy,6.48,27.7,Rice
297.68,31.33,Sandy,5.78,15.61,Watermelon
1133.24,28.93,Clay,2.31,25.05,Wheat
1089.62,19.77,Black,1.96,18.61,Cotton
414.76,17.11,Loamy,2.05,13.06,Rice
822.94,31.84,Loamy,2.58,27.87,Sugarcane
787.26,15.79,Sandy,8.45,30.89,Cucumber
1042.41,33.47,Clay,8.91,35.9,Wheat
1025.52,26.94,Loamy,7.39,31.25,Tomato
708.51,18.1,Black,8.35,25.2,Sunflower
305.74,29.52,Sandy,9.98,27.52,Maize
828.55,36.04,Black,6.27,34.11,Chickpeas
1071.02,34.53,Clay,8.85,34.63,Mustard
563.1,39.02,Clay,7.79,32.33,Lentils
255.11,37.14,Black,1.83,14.11,Sunflower
351.78,20.39,Clay,9.25,28.75,Barley
1034.17,21.19,Red,5.57,23.7,Groundnut
1091.02,31.09,Sandy,5.31,33.32,Peanut
641.55,24.4,Loamy,3.28,21.75,Tomato
907.41,23.03,Red,0.52,18.44,Sorghum
586.65,37.14,Clay,4.78,30.96,Mustard
930.4,33.29,Red,8.66,35.2,Sorghum
429.94,29.22,Sandy,8.11,26.96,Watermelon
811.76,22.22,Loamy,4.92,25.7,Tomato
455.12,35.29,Sandy,5.09,24.81,Maize
1151.76,25.42,Black,2.94,25.69,Cotton
476.5,28.15,Red,8.78,33.21,Pulses
707.91,19.98,Clay,7.51,27.66,Barley
1198.23,22.9,Red,9.21,40.98,Pulses
598.71,31.36,Sandy,2.01,23.12,Peanut
290.69,32.49,Clay,5.99,27.66,Mustard
736.58,15.3,Red,2.67,19.89,Pulses
950.3,39.51,Clay,1.34,21.75,Barley
276.24,22.47,Red,6.0,22.66,Groundnut
1151.99,19.24,Clay,5.19,27.54,Wheat
614.6,33.32,Sandy,9.29,38.74,Cucumber
251.37,24.65,Clay,6.25,25.97,Mustard
464.26,22.41,Sandy,0.57,10.49,Maize
536.61,18.04,Loamy,1.72,14.04,Tomato
932.15,18.33,Black,3.11,21.44,Soybean
1026.3,31.58,Clay,3.54,25.34,Wheat
1167.6,22.26,Black,6.07,28.86,Cotton
811.04,23.82,Black,4.26,21.0,Chickpeas
893.79,37.65,Clay,1.12,24.96,Wheat
956.85,19.55,Loamy,9.17,35.22,Rice
660.71,33.08,Loamy,7.8,31.91,Tomato
819.09,28.12,Black,1.44,19.65,Sunflower
734.46,38.49,Clay,1.2,18.95,Barley
826.76,15.3,Sandy,6.67,29.73,Maize
1044.23,16.72,Clay,0.56,11.56,Mustard
724.29,26.96,Loamy,3.03,20.37,Sugarcane
820.98,28.42,Clay,0.65,17.57,Mustard
253.39,23.42,Black,8.44,22.03,Soybean
555.3,32.56,Black,1.61,18.08,Chickpeas
1099.45,35.88,Loamy,5.96,37.22,Tomato
1010.39,34.41,Clay,7.48,37.76,Lentils
976.36,32.14,Sandy,3.77,28.84,Watermelon
1155.52,15.58,Loamy,4.32,31.11,Tomato
787.36,26.3,Clay,6.52,30.91,Wheat
250.74,16.36,Black,1.16,7.81,Soybean
1110.42,29.35,Black,4.98,32.6,Soybean
415.44,34.0,Loamy,3.37,17.34,Rice
585.52,35.62,Red,8.66,33.49,Millet
841.16,36.18,Sandy,9.84,39.7,Cucumber
702.87,31.43,Red,8.42,38.64,Pulses
312.19,16.03,Loamy,6.76,26.65,Sugarcane
897.74,27.65,Black,3.22,28.06,Sunflower
335.98,37.1,Black,4.6,18.41,Sunflower
408.37,26.4,Sandy,8.11,29.75,Peanut
885.97,36.12,Red,8.79,33.24,Millet
418.56,34.58,Red,4.09,24.65,Sorghum
1157.3,27.56,Black,3.05,31.88,Soybean
532.51,15.11,Clay,7.64,22.99,Barley
524.46,19.47,Sandy,2.1,19.0,Maize
291.43,31.4,Black,3.21,22.32,Sunflower
720.19,19.15,Sandy,3.17,14.68,Peanut
1041.81,37.54,Red,1.04,26.73,Pulses
499.24,34.81,Clay,2.83,13.33,Barley
697.43,35.58,Red,6.33,26.96,Millet
747.67,39.11,Loamy,1.23,24.76,Potato
433.77,32.33,Sandy,3.77,23.55,Watermelon
421.83,31.06,Loamy,7.59,26.64,Rice
518.06,27.07,Clay,3.64,19.48,Barley
491.12,30.8,Loamy,1.72,20.6,Rice
705.58,21.81,Sandy,1.75,12.9,Watermelon
712.57,16.33,Clay,9.99,33.76,Lentils
1105.89,19.1,Loamy,5.7,29.82,Rice
336.38,16.49,Sandy,5.44,17.31,Maize
587.86,18.05,Black,5.34,20.26,Cotton
1127.3,29.85,Sandy,3.95,29.04,Cucumber
984.2,17.99,Black,7.14,32.24,Sunflower
286.87,38.69,Loamy,2.9,16.3,Sugarcane
851.93,32.95,Sandy,5.48,25.34,Maize
277.78,15.06,Black,6.63,19.58,Chickpeas
499.42,33.01,Sandy,5.73,20.69,Cucumber
742.61,27.75,Red,9.47,31.3,Millet
761.61,30.47,Black,1.98,19.52,Cotton
501.16,15.88,Clay,9.2,30.84,Lentils
733.82,29.63,Black,2.71,22.49,Sunflower
756.93,15.3,Loamy,0.7,14.07,Rice
706.77,20.76,Clay,7.7,24.81,Mustard
729.11,17.56,Red,1.94,18.27,Sorghum
611.16,22.01,Clay,5.43,22.71,Barley
285.26,28.66,Black,4.94,26.05,Cotton
804.27,34.19,Sandy,7.51,37.9,Maize
492.05,32.95,Black,3.21,22.52,Soybean
661.17,38.34,Black,9.95,40.52,Cotton
647.03,23.67,Sandy,5.57,28.9,Cucumber
934.96,35.97,Black,6.76,34.86,Sunflower
993.59,39.52,Sandy,4.6,28.46,Maize
200.78,28.81,Sandy,6.51,26.01,Watermelon
478.58,25.57,Loamy,7.54,27.25,Rice
461.64,20.64,Sandy,8.55,30.92,Peanut
1168.48,21.53,Sandy,3.19,23.92,Maize
358.35,17.08,Sandy,8.33,24.59,Cucumber
526.46,20.63,Clay,2.48,13.48,Barley
646.12,31.64,Sandy,1.35,15.66,Peanut
399.6,38.55,Loamy,8.93,36.83,Rice
214.45,28.43,Loamy,2.98,21.26,Potato
811.36,16.59,Sandy,6.95,27.72,Watermelon
557.88,39.29,Sandy,9.97,35.6,Peanut
311.36,20.22,Sandy,0.79,4.92,Cucumber
799.18,20.69,Red,5.07,20.52,Millet
552.64,36.34,Loamy,4.03,22.29,Sugarcane
421.67,18.53,Red,9.23,28.25,Pulses
1045.59,18.84,Red,9.1,35.31,Pulses
1147.35,26.98,Black,8.57,43.07,Cotton
395.7,22.41,Clay,8.86,30.2,Mustard
908.65,19.84,Sandy,6.25,27.86,Peanut
790.89,29.78,Black,1.69,19.27,Soybean
210.08,15.32,Black,7.45,25.64,Soybean
357.29,31.28,Red,2.48,17.81,Pulses
729.7,32.98,Sandy,3.65,22.03,Watermelon
1107.39,22.62,Black,5.36,26.49,Sunflower
745.3,35.64,Black,1.06,18.55,Sunflower
695.58,24.75,Sandy,1.17,12.51,Cucumber
1124.51,29.65,Red,7.97,36.64,Sorghum
901.81,18.33,Clay,3.18,15.12,Lentils
457.05,18.27,Sandy,1.18,20.99,Cucumber
1157.13,32.62,Red,1.21,23.76,Sorghum
990.06,24.35,Clay,1.85,17.38,Barley
1112.78,25.6,Clay,5.45,28.85,Mustard
613.33,15.88,Clay,3.49,19.04,Wheat
962.03,32.75,Sandy,0.7,21.99,Maize
224.32,15.81,Red,3.03,10.79,Pulses
799.9,28.9,Sandy,1.15,20.09,Maize
404.37,15.79,Black,8.51,28.59,Sunflower
365.33,26.8,Sandy,0.96,11.83,Maize
969.06,38.08,Black,5.67,28.14,Soybean
741.81,21.23,Loamy,4.98,24.6,Sugarcane
420.89,23.82,Sandy,1.98,14.11,Maize
965.23,29.26,Red,0.63,18.63,Pulses
762.81,16.09,Loamy,2.45,14.62,Potato
850.5,36.76,Red,3.47,24.22,Groundnut
404.26,25.1,Clay,8.87,31.34,Barley
1016.68,23.0,Clay,7.9,28.31,Wheat
696.9,37.83,Sandy,8.77,39.83,Cucumber
1018.85,23.06,Sandy,1.03,23.36,Peanut
395.77,39.69,Clay,9.23,37.21,Mustard
336.72,26.4,Black,0.7,12.43,Chickpeas
539.18,22.4,Black,1.51,11.1,Soybean
795.13,35.03,Clay,8.04,39.42,Lentils
361.2,22.56,Loamy,5.83,20.66,Rice
634.32,38.78,Sandy,6.27,29.99,Maize
976.47,37.9,Sandy,4.0,27.82,Cucumber
611.24,35.61,Clay,4.96,23.46,Barley
615.86,23.42,Sandy,1.59,16.59,Watermelon
529.19,34.42,Loamy,8.46,34.78,Potato
529.08,33.28,Loamy,8.83,34.52,Sugarcane
896.66,22.11,Loamy,9.99,34.43,Rice
831.66,38.34,Sandy,3.26,23.37,Cucumber
376.77,30.11,Black,2.53,13.2,Chickpeas
368.05,38.63,Black,7.91,33.94,Soybean
1187.91,19.42,Black,0.77,25.28,Chickpeas
837.06,33.35,Loamy,9.58,34.53,Sugarcane
699.31,21.59,Black,5.32,23.65,Chickpeas
404.84,28.67,Clay,5.44,20.21,Barley
1176.63,29.36,Loamy,9.34,33.52,Potato
350.08,16.69,Black,7.98,26.21,Cotton
953.32,28.67,Red,7.32,32.87,Millet
690.69,39.29,Black,0.7,19.16,Cotton
258.9,34.64,Black,6.54,30.28,Soybean
1025.04,39.58,Loamy,2.97,26.19,Rice
926.92,38.83,Black,6.56,35.57,Chickpeas
1149.93,30.23,Red,0.62,22.81,Pulses
561.13,29.74,Red,1.09,15.95,Millet
1107.77,32.08,Red,9.09,43.27,Pulses
517.67,24.41,Sandy,3.29,16.9,Maize
1081.77,36.99,Red,6.8,38.69,Groundnut
377.11,17.61,Black,7.99,30.16,Sunflower
702.75,33.43,Loamy,7.99,29.44,Potato
815.52,22.03,Clay,1.33,17.36,Lentils
444.22,26.96,Sandy,1.37,13.26,Cucumber
1064.53,27.48,Sandy,8.38,39.31,Cucumber
786.61,17.12,Clay,4.22,16.11,Wheat
909.75,21.91,Loamy,9.0,34.68,Rice
777.18,25.97,Black,0.86,23.44,Soybean
762.69,36.57,Loamy,7.98,37.58,Potato
1096.22,21.66,Black,7.25,32.25,Soybean
356.05,20.13,Red,2.12,10.57,Sorghum
778.4,36.66,Red,1.09,21.18,Millet
801.32,30.19,Red,7.61,33.83,Pulses
262.14,20.42,Red,6.22,25.1,Sorghum
1007.93,30.44,Clay,7.49,35.8,Wheat
344.02,16.62,Black,9.84,26.32,Cotton
696.49,19.56,Red,9.62,30.57,Millet
883.99,15.98,Loamy,2.6,13.46,Potato
715.07,22.72,Black,6.16,27.56,Chickpeas
548.55,27.7,Sandy,8.68,28.0,Cucumber
1168.9,19.98,Red,6.0,32.38,Pulses
1182.43,24.64,Loamy,7.67,33.81,Sugarcane
764.1,31.71,Clay,4.24,20.37,Mustard
321.43,34.66,Red,8.54,28.54,Pulses
717.4,27.15,Loamy,8.6,36.45,Sugarcane
835.87,23.4,Sandy,9.95,35.24,Cucumber
1175.35,29.0,Loamy,1.81,27.66,Rice
1138.79,37.44,Loamy,3.21,30.42,Tomato
1176.13,23.03,Sandy,6.11,30.39,Peanut
660.12,37.65,Sandy,2.06,20.94,Maize
1029.77,36.7,Clay,2.65,25.77,Lentils
789.62,22.48,Black,4.06,23.44,Soybean
835.68,24.98,Clay,7.19,30.27,Mustard
784.3,19.69,Sandy,7.64,24.67,Watermelon
626.33,22.29,Clay,5.13,18.46,Barley
967.93,17.74,Loamy,6.12,29.56,Tomato
613.09,18.19,Black,2.22,21.43,Sunflower
314.24,25.89,Loamy,7.98,26.44,Rice
535.05,32.18,Loamy,4.19,25.63,Rice
804.87,19.84,Loamy,2.1,19.36,Rice
296.25,22.98,Clay,6.63,17.61,Wheat
1123.93,37.08,Red,7.08,34.51,Sorghum
461.74,27.03,Sandy,3.09,23.37,Peanut
688.16,20.68,Clay,9.24,31.93,Barley
215.81,29.43,Loamy,8.16,30.92,Potato
1182.69,29.8,Red,7.94,35.09,Pulses
344.09,15.66,Sandy,6.27,16.93,Peanut
931.39,17.02,Black,3.17,24.93,Cotton
515.88,27.49,Clay,1.59,19.78,Wheat
458.45,36.57,Red,9.5,35.89,Pulses
516.82,38.05,Loamy,2.74,21.85,Sugarcane
348.2,26.3,Sandy,9.31,31.12,Maize
545.75,39.72,Clay,8.27,34.49,Barley
1018.0,21.73,Sandy,9.44,35.39,Peanut
782.97,38.67,Red,5.58,35.04,Groundnut
798.58,30.51,Sandy,0.99,17.05,Cucumber
1135.79,33.94,Loamy,0.97,24.83,Potato
923.29,37.71,Sandy,6.4,32.61,Cucumber
521.87,22.01,Black,6.4,19.88,Chickpeas
1014.26,20.45,Red,1.4,13.43,Pulses
358.94,21.0,Red,1.54,12.85,Groundnut
565.82,21.29,Red,3.87,21.48,Millet
1118.98,15.58,Loamy,6.58,32.62,Rice
788.72,24.12,Clay,5.15,22.57,Barley
811.41,34.46,Clay,3.19,21.33,Lentils
747.59,39.04,Sandy,2.02,22.1,Watermelon
256.23,36.23,Black,3.16,21.73,Sunflower
1020.49,34.54,Clay,3.63,29.83,Lentils
795.67,17.79,Loamy,9.07,34.24,Rice
889.84,15.95,Sandy,1.27,14.89,Maize
341.12,15.86,Sandy,4.03,13.33,Cucumber
373.39,24.41,Red,6.77,24.39,Pulses
835.24,28.78,Sandy,4.98,23.58,Watermelon
735.43,30.16,Clay,7.42,35.83,Barley
784.19,29.55,Loamy,4.01,27.27,Sugarcane
432.64,23.46,Red,4.81,19.03,Millet
759.43,37.22,Black,1.44,33.29,Cotton
786.17,20.89,Black,7.98,31.15,Soybean
1113.8,33.62,Clay,4.77,30.91,Wheat
876.12,39.66,Red,9.3,38.88,Pulses
1083.68,29.65,Red,3.02,24.72,Pulses
323.27,34.24,Sandy,3.17,20.43,Peanut
785.01,36.98,Sandy,7.55,34.8,Peanut
270.67,25.06,Red,5.12,24.81,Millet
864.96,22.59,Black,3.29,17.83,Soybean
1069.85,37.64,Sandy,2.7,28.76,Maize
492.64,31.34,Black,7.27,25.84,Sunflower
822.52,18.56,Red,5.38,26.32,Sorghum
1154.39,37.56,Sandy,3.22,29.51,Maize
264.79,37.92,Sandy,9.34,38.45,Maize
958.97,36.07,Sandy,9.11,39.16,Peanut
810.97,28.52,Clay,6.83,37.07,Mustard
303.97,24.65,Loamy,2.43,9.5,Tomato
991.05,26.05,Loamy,1.26,26.2,Tomato
1079.87,30.31,Clay,6.93,32.57,Barley
1131.29,28.57,Black,3.95,36.25,Sunflower
840.13,24.15,Clay,5.14,26.56,Wheat
310.9,37.4,Sandy,3.5,30.4,Cucumber
1049.91,32.76,Clay,2.04,23.67,Barley
1090.46,38.47,Clay,9.9,47.39,Mustard
550.35,16.74,Sandy,6.09,12.33,Maize
251.2,24.71,Red,3.49,17.86,Groundnut
673.36,33.0,Black,7.09,32.98,Soybean
625.52,23.18,Sandy,9.27,31.44,Cucumber
814.32,31.23,Clay,9.88,36.78,Wheat
1094.02,22.36,Loamy,3.63,27.74,Sugarcane
834.16,23.1,Sandy,8.67,30.84,Peanut
240.3,20.21,Black,4.67,20.47,Soybean
288.29,23.57,Black,3.54,20.5,Soybean
801.13,36.68,Black,4.72,20.92,Chickpeas
262.23,15.04,Clay,7.79,24.04,Wheat
840.98,39.29,Loamy,7.17,34.52,Sugarcane
846.47,25.29,Sandy,3.54,23.9,Watermelon
696.74,31.77,Sandy,0.58,15.71,Peanut
510.33,36.29,Loamy,9.64,37.41,Rice
646.94,28.82,Clay,6.72,31.47,Barley
679.0,30.47,Black,3.96,27.28,Soybean
871.92,16.11,Sandy,9.76,33.04,Cucumber
805.88,29.17,Sandy,6.12,28.92,Peanut
1097.87,29.07,Clay,4.1,28.29,Mustard
778.58,27.06,Red,6.41,30.59,Pulses
1056.66,20.77,Clay,4.87,20.9,Mustard
305.62,35.39,Loamy,8.57,34.99,Sugarcane
321.52,15.75,Clay,6.77,21.77,Wheat
705.82,38.75,Loamy,7.09,33.83,Sugarcane
1042.99,16.77,Sandy,4.13,20.05,Maize
882.35,16.17,Clay,8.13,29.29,Wheat
708.63,24.13,Sandy,7.1,29.77,Cucumber
341.29,22.83,Loamy,7.47,28.27,Tomato
880.06,38.48,Sandy,5.19,30.68,Peanut
684.92,30.74,Black,6.61,25.73,Cotton
892.39,19.22,Red,3.31,23.69,Groundnut
825.29,28.33,Clay,3.21,20.6,Wheat
352.92,25.09,Clay,5.85,20.98,Mustard
1141.61,22.48,Loamy,7.28,26.55,Tomato
694.77,17.08,Red,3.63,14.85,Millet
975.18,20.41,Clay,3.57,22.93,Lentils
1071.53,39.14,Sandy,5.81,37.64,Cucumber
419.01,38.94,Clay,3.86,22.74,Barley
217.23,38.88,Clay,8.35,36.38,Wheat
1166.6,24.01,Clay,6.74,31.41,Barley
728.82,18.24,Loamy,0.84,13.98,Potato
460.2,33.23,Loamy,4.29,24.8,Rice
603.57,39.97,Black,7.23,35.73,Chickpeas
253.81,21.17,Black,6.65,22.34,Chickpeas
326.65,30.35,Black,5.14,20.76,Chickpeas
466.85,33.43,Loamy,6.24,29.77,Tomato
637.52,15.23,Loamy,8.88,27.88,Tomato
677.08,26.19,Sandy,7.33,28.08,Peanut
351.51,39.36,Clay,9.45,37.05,Mustard
724.26,24.74,Sandy,9.54,35.72,Cucumber
1057.39,21.11,Black,1.08,22.49,Soybean
432.43,29.98,Red,1.73,12.25,Groundnut
387.83,28.19,Black,1.81,14.24,Chickpeas
231.87,36.96,Red,5.89,27.54,Sorghum
554.72,22.15,Red,8.22,31.73,Millet
486.27,18.38,Black,8.51,22.17,Cotton
386.92,35.78,Loamy,5.65,27.01,Rice
358.72,23.83,Sandy,2.56,17.34,Watermelon
862.82,36.13,Loamy,9.94,36.47,Potato
1021.67,17.53,Black,1.48,14.5,Cotton
652.38,30.74,Red,7.49,28.93,Millet
968.82,25.32,Sandy,6.15,28.55,Peanut
881.15,31.14,Sandy,6.95,38.93,Peanut
1050.5,37.29,Red,6.38,37.7,Millet
881.12,22.86,Black,9.24,36.72,Sunflower
1151.08,18.81,Sandy,5.08,28.24,Cucumber
986.39,29.94,Clay,8.99,40.48,Mustard
213.98,34.22,Clay,6.32,25.95,Barley
467.64,15.77,Sandy,7.36,21.54,Maize
1149.03,32.59,Loamy,6.7,35.19,Rice
687.8,39.97,Clay,3.48,23.83,Wheat
221.54,29.61,Red,0.53,11.89,Sorghum
806.72,34.21,Black,8.11,36.14,Chickpeas
1034.27,36.34,Red,1.42,20.07,Pulses
769.41,27.2,Black,4.8,24.81,Soybean
428.64,15.18,Loamy,5.83,16.05,Tomato
345.62,29.14,Red,4.18,20.59,Millet
275.18,34.05,Sandy,0.55,11.78,Peanut
741.37,33.22,Red,8.94,36.88,Sorghum
1072.41,24.51,Sandy,1.62,20.82,Peanut
552.92,35.5,Red,2.65,19.74,Pulses
898.21,38.12,Clay,7.32,33.6,Lentils
1049.32,29.11,Clay,9.27,35.43,Wheat
1110.97,33.33,Black,6.03,26.12,Soybean
203.56,34.9,Clay,8.46,30.07,Barley
850.31,18.58,Red,2.93,15.85,Pulses
674.08,32.68,Black,1.46,20.99,Cotton
611.41,28.78,Clay,6.67,27.2,Wheat
666.7,24.49,Loamy,3.51,19.56,Tomato
263.38,15.33,Loamy,1.71,10.93,Sugarcane
416.98,27.41,Loamy,1.1,14.01,Sugarcane
1002.68,24.07,Black,5.72,25.82,Cotton
291.23,33.51,Sandy,6.85,29.61,Cucumber
741.85,22.75,Red,7.87,30.8,Groundnut
681.25,25.43,Black,6.31,29.04,Chickpeas
544.33,18.62,Loamy,4.42,19.73,Rice
921.12,26.85,Loamy,2.65,21.14,Sugarcane
1051.82,39.26,Black,4.28,27.05,Sunflower
387.87,19.83,Clay,4.42,15.25,Wheat
1023.52,33.11,Sandy,7.55,40.56,Maize
916.8,31.8,Clay,1.14,26.14,Lentils
682.5,16.63,Clay,5.62,25.38,Barley
278.83,20.89,Black,8.84,25.02,Chickpeas
226.73,21.23,Red,5.12,17.16,Groundnut
485.67,38.36,Red,1.69,22.75,Pulses
545.0,22.5,Black,4.11,20.05,Soybean
915.2,26.98,Red,4.4,26.3,Pulses
978.87,28.97,Clay,2.15,29.72,Wheat
571.2,24.25,Sandy,5.7,25.87,Maize
630.06,20.74,Clay,8.66,26.16,Wheat
359.87,36.89,Sandy,4.19,21.49,Maize
491.64,22.24,Black,1.92,15.93,Sunflower
762.07,25.82,Black,6.21,21.0,Chickpeas
268.35,22.86,Black,6.59,23.59,Soybean
928.53,36.77,Sandy,8.94,41.55,Peanut
1025.76,23.86,Red,3.14,23.5,Pulses
839.08,29.7,Red,5.23,25.49,Millet
1145.03,38.38,Loamy,6.09,34.96,Sugarcane
509.88,38.68,Clay,2.57,20.75,Lentils
597.49,38.46,Sandy,2.88,25.96,Maize
856.77,39.68,Red,5.15,29.95,Groundnut
228.17,33.23,Clay,1.5,21.64,Barley
914.58,26.47,Clay,2.89,20.05,Mustard
